term; 1; 2; 3; 4; 5 ;6 ;7 ;8 ;9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25 ;26 ;27 ;28 ;29; 30; 31; 32; 33; 34; 35; 36; 37; 38; 39; 40
 сопоставимый ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04106939802341007;0;0;0;0;0;0;0
 устраивать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0644273049821259;0;0
 поскольку ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07609901693784238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 дьявол ;0;0;0;0;0;0;0;0;0;0;0;0.09487745910317327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 instagram ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30299901698935716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 действительность ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03175913766514252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 сфера ;0;0;0;0;0;0;0;0;0;0;0;0.06971932417109143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020500679474580247;0;0;0.04693201230296352;0;0;0
 назад ;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06592288596783955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 т ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03568915762356187;0;0;0;0;0;0.020500679474580247;0.029081216530739473;0;0;0;0;0
 главный ;0;0;0.06027447037681121;0;0;0;0;0;0;0;0;0.05031626986416368;0;0;0;0;0;0;0;0.036337884428617635;0;0;0;0;0;0;0;0.028096658112155358;0;0;0;0;0.025728660744406766;0.01680765101132814;0.02328788751966626;0;0;0;0;0
 ювентус ;0;0;0;0;0;0;0;0;0;0.16751658603888178;0;0;0;0;0;0;0;0;0.04131393867102701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 интеграция ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045533645205680845;0;0;0;0;0;0;0;0;0;0;0;0
 намекать ;0;0;0;0;0;0;0;0;0;0.10099967232978573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 прием ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03175913766514252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 функциональность ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03659288715027102;0;0;0;0;0
 агрессия ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.32801087159328396;0.14540608265369734;0.08365238942011229;0;0;0;0
 аргентинец ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0479364552273184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 относительно ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0479364552273184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 направлять ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02528908582116984;0;0;0;0;0;0
 автограф ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18213458082272338;0;0;0;0;0;0;0;0;0;0;0;0
 display ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.054018213946372726;0;0;0;0
 емелин ;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06592288596783955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 глубинный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.028463542542503793;0;0;0;0;0;0;0;0;0.026860693243001065;0;0;0;0.020500679474580247;0;0;0;0;0;0
 минута ;0;0;0;0;0;0;0.0704715130591245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03240840075170976;0;0.029081216530739473;0;0;0;0;0
 отслеживание ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 логичный ;0;0;0;0;0;0;0;0;0;0;0.06035556603907246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 долгосрочный ;0;0;0;0;0;0;0;0;0;0;0.06035556603907246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 празднование ;0.08569340279780989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 сокращаться ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06121095375090186;0;0;0
 французский ;0;0;0;0;0;0;0;0;0;0;0;0.09487745910317327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 вес ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04622646043150065;0;0;0;0;0;0;0;0;0
 разработка ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020500679474580247;0.029081216530739473;0.04182619471005614;0;0;0;0
 интегрировать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045533645205680845;0;0;0;0;0;0;0;0;0;0;0;0
 транспортный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09106729041136169;0;0;0;0;0;0;0;0;0;0;0;0
 недостаток ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07979469301490004;0;0;0;0;0;0;0;0;0;0;0
 специальный ;0;0;0;0;0.12838851006616095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 запись ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10099967232978573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 признаваться ;0;0;0;0.09265181250813007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 лундквист ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2685645371139856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 функция ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07318577430054204;0;0;0;0;0
 спорт ;0.06368003473223828;0;0;0;0;0;0;0;0;0.07367273266217958;0;0.06971932417109143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 запрещать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06592288596783955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 соединение ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0311592222693294;0;0;0;0;0;0;0;0;0.029360532989672672;0;0;0;0;0;0;0;0;0;0
 веселиться ;0.08569340279780989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 разрознивать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02528908582116984;0;0;0;0;0;0
 репост ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02528908582116984;0;0;0;0;0;0
 антимонопольный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06351827533028503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 керамика ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03659288715027102;0;0;0;0;0
 думать ;0;0;0;0;0;0;0;0;0;0;0.12071113207814492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 обсуждение ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03175913766514252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 медиа ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020500679474580247;0.029081216530739473;0.04182619471005614;0;0;0;0
 неслыханный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0644273049821259;0;0
 разный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.042189861864875694;0
 алексей ;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05023018794089741;0;0;0;0;0;0;0.028463542542503793;0;0;0;0;0;0;0;0;0.026860693243001065;0;0;0;0;0;0;0;0;0;0
 конец ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045174377938993586;0;0;0;0.045174377938993586;0;0;0;0;0;0;0;0;0;0;0;0.03323527146532114;0
 советник ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02528908582116984;0;0;0;0;0;0
 зря ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0727610497861393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 паскаль ;0;0.09603542436107862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 остаток ;0;0;0;0;0;0;0;0;0;0.10099967232978573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 полноценный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06419425503308047;0;0;0;0;0;0;0;0;0;0.12204117991843723;0;0;0;0;0;0;0;0
 следовательно ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.051215403400888544
 вероятность ;0;0;0;0;0;0;0;0;0;0;0;0.09487745910317327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 популярный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.028463542542503793;0;0;0.07367273266217958;0;0;0;0;0;0.026860693243001065;0;0;0;0;0;0;0;0;0;0
 стартовать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0501740574323368;0;0;0;0.0501740574323368;0;0;0;0;0;0;0;0;0;0;0;0;0
 америка ;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05602189586882965;0.061525094729959526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 анжи ;0;0;0.2481559826653317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 акселератор ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1003481148646736;0;0;0;0.1003481148646736;0;0;0;0;0;0;0;0;0;0;0;0;0
 производиться ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.042189861864875694;0
 сообщаться ;0;0;0;0;0.056959938637589524;0;0;0;0;0.049275534398751236;0;0;0;0.03621991567080985;0;0;0;0;0;0;0;0;0;0;0.019806946430082756;0;0;0;0;0;0;0;0.02467595540045925;0;0;0;0.03418392672387483;0;0.025240709322502813;0.029632669587938906
 соответствующий ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03175913766514252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 контроллер ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045533645205680845;0;0;0;0;0;0;0;0;0;0;0;0
 иметь ;0;0;0;0;0;0;0;0;0.04921492572842343;0;0;0;0;0.04293349888974685;0;0;0;0;0;0;0;0.048457015808230926;0;0;0.04501685624751721;0;0;0;0;0;0;0;0;0.018274197316978415;0;0;0;0;0;0
 манчестер ;0;0;0;0;0;0;0;0;0;0;0.09265869843706251;0.13943864834218286;0;0;0;0;0;0;0.07488002965038308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 ждать ;0;0;0;0;0;0;0;0;0;0;0;0.05384630829807556;0;0.04032919784188751;0;0;0;0;0;0;0;0;0;0.05643135335183475;0;0;0;0;0.04707364870197401;0;0;0;0;0;0;0;0;0;0.027585553951196846;0.03261855087771476
 межсезонье ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10807397084081506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 писаться ;0;0;0;0;0;0;0;0;0.0775311220075376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 центральный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0311592222693294;0;0;0;0;0;0;0;0;0.029360532989672672;0;0;0;0;0;0;0;0;0;0
 печатание ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07609901693784238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 юнайтед ;0;0;0;0;0;0;0;0;0;0;0.09265869843706251;0.13943864834218286;0;0;0;0;0;0;0.07488002965038308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 некоторый ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15219803387568476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 днк ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1048417125489012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 организатор ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0501740574323368;0;0;0;0.0501740574323368;0;0;0;0;0;0;0;0;0;0;0;0;0
 высокопроизводительный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.042189861864875694;0
 таблица ;0;0;0;0;0;0;0;0;0;0;0;0;0.09844817659347531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 течь ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045533645205680845;0;0;0;0;0;0;0;0;0;0;0;0
 отменять ;0;0;0;0;0;0.3602323014819791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 робот ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.028463542542503793;0;0;0;0;0;0;0;0;0.05372138648600213;0.2533653653936179;0;0;0;0;0;0;0;0;0
 карьера ;0;0;0;0;0;0;0.0799063921030141;0;0;0;0;0;0;0;0;0;0;0.07109348710794544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 игорь ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10807397084081506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 зависимый ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07213170107032972;0;0;0;0;0;0;0;0
 эмотивный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02528908582116984;0;0;0;0;0;0
 телеканал ;0;0;0.12407799133266585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 плей ;0.049791145843349385;0.05434248080105999;0;0;0;0;0;0;0;0;0;0;0;0;0.04371652730612631;0.05930109346871779;0.05150735794895858;0.049381672029573435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 экономика ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03175913766514252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 китай ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 реал ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0479364552273184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 конкурировать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.054018213946372726;0;0;0;0
 пеллегриня ;0;0;0;0;0;0;0;0;0;0;0.06035556603907246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 пострадавший ;0;0;0;0;0.12838851006616095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 появление ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.027775073920122597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.044021158796572
 память ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.042189861864875694;0
 машинный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0311592222693294;0;0;0;0;0;0;0;0;0.029360532989672672;0;0;0;0;0;0;0;0;0;0
 нетабуированный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.022267937784916064;0.03185355065738003;0;0;0;0;0
 картинка ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0311592222693294;0;0;0;0;0;0;0;0;0.029360532989672672;0;0;0;0;0;0;0;0;0;0
 остерегаться ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 web ;0;0;0;0.09265181250813007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 максимальный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07120983429818625;0;0.03185355065738003;0;0;0;0;0
 широко ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04106939802341007;0;0;0;0;0;0;0
 настоящий ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05452100661787243;0;0;0;0;0.04693201230296352;0;0.03323527146532114;0
 распечатка ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07609901693784238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 опус ;0;0;0;0;0;0;0;0;0.0775311220075376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 аякса ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0479364552273184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 заменять ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06209343417226538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 казань ;0;0;0;0;0;0;0;0.19941162879192684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 рф ;0;0;0;0;0;0;0;0.09970581439596342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 упрощать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07609901693784238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 защищать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04622646043150065;0;0;0;0;0;0;0;0;0
 текст ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02528908582116984;0;0;0;0;0;0
 мечта ;0;0;0;0.2779554375243902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 возле ;0;0;0;0;0;0;0;0;0;0.10099967232978573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 вратарь ;0;0;0;0;0;0;0;0;0;0;0;0.0790044432301574;0;0;0;0;0.07481563001838734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 продукт ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04162704888532825;0;0.023791010175102677;0;0.04162704888532825;0;0;0;0.03356823258339939;0;0;0;0;0;0;0;0;0
 рейтинг ;0;0;0;0;0;0;0.0799063921030141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04501344886704319;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 девайс ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07213170107032972;0;0;0;0;0;0;0;0
 предпоследний ;0;0;0;0;0;0;0;0;0;0;0;0;0.09844817659347531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 расти ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.051215403400888544
 пригождаться ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04622646043150065;0;0;0;0;0;0;0;0;0
 завоевывать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0727610497861393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 минимизировать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045533645205680845;0;0;0;0;0;0;0;0;0;0;0;0
 признавать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0479364552273184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 миллион ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15958938602980008;0;0;0;0;0;0;0;0;0;0;0
 возвращаться ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0727610497861393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 надеяться ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17841209262502636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03989734650745002;0;0;0;0;0;0;0;0;0
 нести ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 модем ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.061020589959218614;0;0;0;0;0;0;0.1461605774030056;0
 заминка ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06209343417226538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 складской ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13427293033359755;0;0.03989734650745002;0;0;0;0;0;0;0;0;0
 управление ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0311592222693294;0;0;0;0;0;0;0;0;0.029360532989672672;0;0;0;0;0;0;0;0;0;0
 xiaomi ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13427293033359755;0;0;0;0;0;0.09556065197214007;0;0;0;0;0
 оздоева ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06209343417226538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 статистика ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07213170107032972;0;0;0;0;0;0;0;0
 соперник ;0.049791145843349385;0.05434248080105999;0;0;0;0.06388259685512733;0;0;0;0;0;0;0;0.04032919784188751;0.04371652730612631;0;0;0;0;0.03837818187207129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
